TimeStep Time Epsilon_xx Epsilon_yy Epsilon_zz Epsilon_yz Epsilon_xz Epsilon_xy Sigma_xx Sigma_yy Sigma_zz Sigma_yz Sigma_xz Sigma_xy Mises Pressure Norm
1250 1.25 0.0125 -0.00547044 -0.00627481 -0.00111921 6.29765e-06 0.000313579 2.99752e+08 527.982 3028.18 844.064 -859.18 -848.667 2.9975e+08 -9.99185e+07 2.99752e+08
1260 1.26 0.0126 -0.00551566 -0.00632524 -0.00112744 6.59188e-06 0.000315178 3.0018e+08 529.521 3029.41 843.593 -859.302 -848.122 3.00178e+08 -1.00061e+08 3.0018e+08
1270 1.27 0.0127 -0.00556087 -0.00637565 -0.00113565 6.89247e-06 0.000316773 3.00608e+08 531.088 3030.67 843.127 -859.42 -847.579 3.00606e+08 -1.00204e+08 3.00608e+08
1280 1.28 0.0128 -0.00560607 -0.00642603 -0.00114383 7.19929e-06 0.000318363 3.01035e+08 532.682 3031.95 842.666 -859.534 -847.037 3.01033e+08 -1.00346e+08 3.01035e+08
1290 1.29 0.0129 -0.00565127 -0.0064764 -0.00115198 7.51221e-06 0.000319949 3.01461e+08 534.304 3033.26 842.21 -859.643 -846.497 3.0146e+08 -1.00488e+08 3.01461e+08
1300 1.3 0.013 -0.00569645 -0.00652675 -0.00116011 7.83111e-06 0.000321531 3.01887e+08 535.954 3034.6 841.759 -859.748 -845.959 3.01885e+08 -1.0063e+08 3.01887e+08
1310 1.31 0.0131 -0.00574163 -0.00657709 -0.00116821 8.15588e-06 0.00032311 3.02312e+08 537.631 3035.96 841.312 -859.85 -845.423 3.0231e+08 -1.00772e+08 3.02312e+08
1320 1.32 0.0132 -0.0057868 -0.0066274 -0.00117629 8.4864e-06 0.000324684 3.02737e+08 539.335 3037.35 840.87 -859.947 -844.889 3.02735e+08 -1.00913e+08 3.02737e+08
1330 1.33 0.0133 -0.00583196 -0.0066777 -0.00118434 8.82254e-06 0.000326256 3.03161e+08 541.066 3038.76 840.432 -860.04 -844.356 3.03159e+08 -1.01055e+08 3.03161e+08
1340 1.34 0.0134 -0.00587711 -0.00672797 -0.00119236 9.1642e-06 0.000327824 3.03584e+08 542.825 3040.2 839.998 -860.13 -843.825 3.03582e+08 -1.01196e+08 3.03584e+08
1350 1.35 0.0135 -0.00592225 -0.00677823 -0.00120036 9.51127e-06 0.000329388 3.04006e+08 544.612 3041.67 839.569 -860.216 -843.295 3.04005e+08 -1.01337e+08 3.04006e+08
1360 1.36 0.0136 -0.00596739 -0.00682848 -0.00120833 9.86364e-06 0.00033095 3.04429e+08 546.425 3043.17 839.143 -860.299 -842.768 3.04427e+08 -1.01477e+08 3.04429e+08
1370 1.37 0.0137 -0.00601251 -0.0068787 -0.00121628 1.02212e-05 0.000332509 3.0485e+08 548.266 3044.69 838.721 -860.378 -842.242 3.04848e+08 -1.01618e+08 3.0485e+08
1380 1.38 0.0138 -0.00605762 -0.00692891 -0.00122421 1.05838e-05 0.000334065 3.05271e+08 550.134 3046.23 838.303 -860.453 -841.718 3.05269e+08 -1.01758e+08 3.05271e+08
1390 1.39 0.0139 -0.00610273 -0.0069791 -0.00123211 1.09515e-05 0.000335618 3.05691e+08 552.029 3047.8 837.889 -860.526 -841.196 3.05689e+08 -1.01898e+08 3.05691e+08
1400 1.4 0.014 -0.00614782 -0.00702927 -0.00123998 1.1324e-05 0.000337169 3.06111e+08 553.951 3049.4 837.478 -860.595 -840.675 3.06109e+08 -1.02038e+08 3.06111e+08
1410 1.41 0.0141 -0.00619291 -0.00707942 -0.00124784 1.17012e-05 0.000338718 3.0653e+08 555.9 3051.03 837.071 -860.661 -840.157 3.06528e+08 -1.02178e+08 3.0653e+08
1420 1.42 0.0142 -0.00623799 -0.00712956 -0.00125566 1.20832e-05 0.000340265 3.06948e+08 557.877 3052.68 836.668 -860.724 -839.64 3.06946e+08 -1.02317e+08 3.06948e+08
1430 1.43 0.0143 -0.00628306 -0.00717968 -0.00126347 1.24697e-05 0.000341809 3.07366e+08 559.88 3054.35 836.267 -860.783 -839.125 3.07364e+08 -1.02457e+08 3.07366e+08
1440 1.44 0.0144 -0.00632811 -0.00722978 -0.00127125 1.28607e-05 0.000343352 3.07783e+08 561.911 3056.05 835.87 -860.84 -838.611 3.07782e+08 -1.02596e+08 3.07783e+08
1450 1.45 0.0145 -0.00637316 -0.00727986 -0.00127901 1.32562e-05 0.000344893 3.082e+08 563.968 3057.78 835.476 -860.894 -838.1 3.08198e+08 -1.02735e+08 3.082e+08
1460 1.46 0.0146 -0.0064182 -0.00732993 -0.00128675 1.36559e-05 0.000346432 3.08616e+08 566.052 3059.53 835.086 -860.945 -837.59 3.08614e+08 -1.02873e+08 3.08616e+08
1470 1.47 0.0147 -0.00646323 -0.00737998 -0.00129446 1.40598e-05 0.000347969 3.09032e+08 568.164 3061.31 834.698 -860.994 -837.082 3.0903e+08 -1.03012e+08 3.09032e+08
1480 1.48 0.0148 -0.00650825 -0.00743002 -0.00130215 1.44678e-05 0.000349505 3.09447e+08 570.302 3063.12 834.313 -861.04 -836.576 3.09445e+08 -1.0315e+08 3.09447e+08
1490 1.49 0.0149 -0.00655325 -0.00748003 -0.00130982 1.48799e-05 0.00035104 3.09861e+08 572.467 3064.95 833.932 -861.083 -836.071 3.0986e+08 -1.03288e+08 3.09861e+08
1500 1.5 0.015 -0.00659825 -0.00753003 -0.00131747 1.5296e-05 0.000352573 3.10275e+08 574.659 3066.8 833.553 -861.123 -835.568 3.10273e+08 -1.03426e+08 3.10275e+08
1510 1.51 0.0151 -0.00664324 -0.00758002 -0.00132509 1.57158e-05 0.000354105 3.10689e+08 576.878 3068.68 833.177 -861.161 -835.067 3.10687e+08 -1.03564e+08 3.10689e+08
1520 1.52 0.0152 -0.00668822 -0.00762999 -0.00133269 1.61395e-05 0.000355636 3.11101e+08 579.124 3070.59 832.804 -861.197 -834.568 3.111e+08 -1.03702e+08 3.11101e+08
1530 1.53 0.0153 -0.00673318 -0.00767994 -0.00134027 1.65669e-05 0.000357166 3.11514e+08 581.397 3072.52 832.433 -861.23 -834.071 3.11512e+08 -1.03839e+08 3.11514e+08
1540 1.54 0.0154 -0.00677814 -0.00772987 -0.00134783 1.69979e-05 0.000358696 3.11925e+08 583.696 3074.47 832.066 -861.261 -833.575 3.11924e+08 -1.03976e+08 3.11925e+08
1550 1.55 0.0155 -0.00682309 -0.00777979 -0.00135537 1.74324e-05 0.000360224 3.12337e+08 586.022 3076.46 831.701 -861.289 -833.081 3.12335e+08 -1.04113e+08 3.12337e+08
1560 1.56 0.0156 -0.00686802 -0.00782969 -0.00136289 1.78704e-05 0.000361752 3.12747e+08 588.374 3078.46 831.338 -861.316 -832.589 3.12745e+08 -1.0425e+08 3.12747e+08
1570 1.57 0.0157 -0.00691295 -0.00787958 -0.00137039 1.83118e-05 0.000363279 3.13157e+08 590.753 3080.49 830.978 -861.34 -832.099 3.13155e+08 -1.04387e+08 3.13157e+08
1580 1.58 0.0158 -0.00695786 -0.00792945 -0.00137786 1.87565e-05 0.000364806 3.13567e+08 593.16 3082.55 830.621 -861.362 -831.61 3.13565e+08 -1.04524e+08 3.13567e+08
1590 1.59 0.0159 -0.00700276 -0.0079793 -0.00138532 1.92044e-05 0.000366332 3.13976e+08 595.592 3084.63 830.266 -861.382 -831.124 3.13974e+08 -1.0466e+08 3.13976e+08
1600 1.6 0.016 -0.00704766 -0.00802914 -0.00139275 1.96555e-05 0.000367858 3.14384e+08 598.051 3086.74 829.913 -861.399 -830.639 3.14383e+08 -1.04796e+08 3.14384e+08
1610 1.61 0.0161 -0.00709254 -0.00807896 -0.00140016 2.01096e-05 0.000369384 3.14792e+08 600.537 3088.87 829.563 -861.415 -830.155 3.14791e+08 -1.04932e+08 3.14792e+08
1620 1.62 0.0162 -0.00713741 -0.00812877 -0.00140756 2.05668e-05 0.000370909 3.152e+08 603.049 3091.03 829.215 -861.429 -829.674 3.15198e+08 -1.05068e+08 3.152e+08
1630 1.63 0.0163 -0.00718227 -0.00817856 -0.00141493 2.1027e-05 0.000372435 3.15607e+08 605.588 3093.21 828.87 -861.441 -829.194 3.15605e+08 -1.05203e+08 3.15607e+08
1640 1.64 0.0164 -0.00722712 -0.00822834 -0.00142229 2.149e-05 0.00037396 3.16013e+08 608.153 3095.42 828.527 -861.45 -828.715 3.16011e+08 -1.05339e+08 3.16013e+08
1650 1.65 0.0165 -0.00727195 -0.00827809 -0.00142962 2.19559e-05 0.000375485 3.16419e+08 610.746 3097.65 828.186 -861.458 -828.239 3.16417e+08 -1.05474e+08 3.16419e+08
1660 1.66 0.0166 -0.00731678 -0.00832784 -0.00143694 2.24245e-05 0.000377011 3.16824e+08 613.363 3099.91 827.848 -861.465 -827.764 3.16823e+08 -1.05609e+08 3.16824e+08
1670 1.67 0.0167 -0.0073616 -0.00837757 -0.00144423 2.28957e-05 0.000378537 3.17229e+08 616.008 3102.19 827.511 -861.469 -827.291 3.17227e+08 -1.05744e+08 3.17229e+08
1680 1.68 0.0168 -0.0074064 -0.00842728 -0.00145151 2.33696e-05 0.000380063 3.17634e+08 618.679 3104.5 827.177 -861.472 -826.82 3.17632e+08 -1.05879e+08 3.17634e+08
1690 1.69 0.0169 -0.00745119 -0.00847698 -0.00145877 2.38461e-05 0.000381589 3.18038e+08 621.376 3106.83 826.845 -861.473 -826.35 3.18036e+08 -1.06014e+08 3.18038e+08
1700 1.7 0.017 -0.00749598 -0.00852666 -0.00146601 2.43251e-05 0.000383116 3.18441e+08 624.1 3109.19 826.515 -861.472 -825.882 3.18439e+08 -1.06148e+08 3.18441e+08
1710 1.71 0.0171 -0.00754075 -0.00857633 -0.00147323 2.48065e-05 0.000384643 3.18844e+08 626.85 3111.57 826.188 -861.47 -825.416 3.18842e+08 -1.06282e+08 3.18844e+08
1720 1.72 0.0172 -0.00758551 -0.00862598 -0.00148043 2.52903e-05 0.000386171 3.19246e+08 629.627 3113.97 825.862 -861.466 -824.951 3.19244e+08 -1.06417e+08 3.19246e+08
1730 1.73 0.0173 -0.00763025 -0.00867561 -0.00148761 2.57764e-05 0.000387699 3.19648e+08 632.429 3116.4 825.539 -861.461 -824.488 3.19646e+08 -1.06551e+08 3.19648e+08
1740 1.74 0.0174 -0.00767499 -0.00872523 -0.00149478 2.62647e-05 0.000389228 3.20049e+08 635.258 3118.86 825.217 -861.454 -824.027 3.20047e+08 -1.06684e+08 3.20049e+08
1750 1.75 0.0175 -0.00771971 -0.00877484 -0.00150193 2.67553e-05 0.000390757 3.2045e+08 638.113 3121.34 824.898 -861.445 -823.567 3.20448e+08 -1.06818e+08 3.2045e+08
1760 1.76 0.0176 -0.00776443 -0.00882443 -0.00150905 2.7248e-05 0.000392288 3.20851e+08 640.994 3123.84 824.581 -861.435 -823.109 3.20849e+08 -1.06951e+08 3.20851e+08
1770 1.77 0.0177 -0.00780913 -0.00887401 -0.00151617 2.77428e-05 0.000393819 3.2125e+08 643.901 3126.37 824.265 -861.424 -822.653 3.21249e+08 -1.07085e+08 3.2125e+08
1780 1.78 0.0178 -0.00785382 -0.00892357 -0.00152326 2.82396e-05 0.000395351 3.2165e+08 646.835 3128.93 823.952 -861.411 -822.198 3.21648e+08 -1.07218e+08 3.2165e+08
1790 1.79 0.0179 -0.0078985 -0.00897311 -0.00153033 2.87384e-05 0.000396884 3.22049e+08 649.794 3131.51 823.641 -861.396 -821.745 3.22047e+08 -1.07351e+08 3.22049e+08
1800 1.8 0.018 -0.00794316 -0.00902264 -0.00153739 2.92392e-05 0.000398418 3.22447e+08 652.78 3134.11 823.331 -861.381 -821.293 3.22445e+08 -1.07484e+08 3.22447e+08
1810 1.81 0.0181 -0.00798782 -0.00907216 -0.00154443 2.97418e-05 0.000399954 3.22845e+08 655.791 3136.73 823.024 -861.364 -820.843 3.22843e+08 -1.07616e+08 3.22845e+08
1820 1.82 0.0182 -0.00803246 -0.00912166 -0.00155146 3.02463e-05 0.00040149 3.23243e+08 658.828 3139.39 822.718 -861.346 -820.395 3.23241e+08 -1.07749e+08 3.23243e+08
1830 1.83 0.0183 -0.00807709 -0.00917115 -0.00155846 3.07525e-05 0.000403027 3.2364e+08 661.892 3142.06 822.415 -861.326 -819.948 3.23638e+08 -1.07881e+08 3.2364e+08
1840 1.84 0.0184 -0.00812171 -0.00922062 -0.00156545 3.12605e-05 0.000404566 3.24036e+08 664.981 3144.76 822.113 -861.305 -819.503 3.24034e+08 -1.08013e+08 3.24036e+08
1850 1.85 0.0185 -0.00816632 -0.00927008 -0.00157242 3.17702e-05 0.000406106 3.24432e+08 668.097 3147.49 821.814 -861.283 -819.059 3.2443e+08 -1.08145e+08 3.24432e+08
1860 1.86 0.0186 -0.00821092 -0.00931952 -0.00157938 3.22814e-05 0.000407647 3.24828e+08 671.238 3150.24 821.516 -861.26 -818.617 3.24826e+08 -1.08277e+08 3.24828e+08
1870 1.87 0.0187 -0.0082555 -0.00936895 -0.00158632 3.27943e-05 0.000409189 3.25223e+08 674.405 3153.01 821.22 -861.235 -818.177 3.25221e+08 -1.08409e+08 3.25223e+08
1880 1.88 0.0188 -0.00830007 -0.00941836 -0.00159324 3.33087e-05 0.000410733 3.25617e+08 677.598 3155.81 820.926 -861.21 -817.738 3.25616e+08 -1.0854e+08 3.25617e+08
1890 1.89 0.0189 -0.00834463 -0.00946776 -0.00160015 3.38246e-05 0.000412278 3.26012e+08 680.816 3158.63 820.634 -861.183 -817.3 3.2601e+08 -1.08672e+08 3.26012e+08
1900 1.9 0.019 -0.00838918 -0.00951715 -0.00160704 3.4342e-05 0.000413825 3.26405e+08 684.061 3161.48 820.344 -861.155 -816.864 3.26403e+08 -1.08803e+08 3.26405e+08
1910 1.91 0.0191 -0.00843372 -0.00956652 -0.00161391 3.48607e-05 0.000415373 3.26798e+08 687.331 3164.35 820.055 -861.126 -816.43 3.26797e+08 -1.08934e+08 3.26798e+08
1920 1.92 0.0192 -0.00847824 -0.00961587 -0.00162077 3.53808e-05 0.000416923 3.27191e+08 690.627 3167.24 819.769 -861.096 -815.997 3.27189e+08 -1.09065e+08 3.27191e+08
1930 1.93 0.0193 -0.00852275 -0.00966521 -0.00162761 3.59023e-05 0.000418475 3.27584e+08 693.948 3170.16 819.484 -861.065 -815.565 3.27582e+08 -1.09196e+08 3.27584e+08
1940 1.94 0.0194 -0.00856725 -0.00971454 -0.00163444 3.6425e-05 0.000420028 3.27975e+08 697.296 3173.1 819.201 -861.033 -815.135 3.27973e+08 -1.09326e+08 3.27975e+08
1950 1.95 0.0195 -0.00861174 -0.00976385 -0.00164125 3.69489e-05 0.000421583 3.28367e+08 700.669 3176.07 818.92 -861 -814.707 3.28365e+08 -1.09457e+08 3.28367e+08
1960 1.96 0.0196 -0.00865622 -0.00981315 -0.00164804 3.7474e-05 0.000423139 3.28758e+08 704.067 3179.06 818.641 -860.966 -814.28 3.28756e+08 -1.09587e+08 3.28758e+08
1970 1.97 0.0197 -0.00870068 -0.00986244 -0.00165482 3.80003e-05 0.000424698 3.29148e+08 707.491 3182.08 818.363 -860.931 -813.854 3.29146e+08 -1.09717e+08 3.29148e+08
1980 1.98 0.0198 -0.00874513 -0.00991171 -0.00166159 3.85277e-05 0.000426258 3.29538e+08 710.94 3185.12 818.088 -860.895 -813.43 3.29536e+08 -1.09847e+08 3.29538e+08
1990 1.99 0.0199 -0.00878957 -0.00996096 -0.00166834 3.90562e-05 0.00042782 3.29928e+08 714.415 3188.18 817.814 -860.858 -813.007 3.29926e+08 -1.09977e+08 3.29928e+08
2000 2 0.02 -0.008834 -0.0100102 -0.00167507 3.95857e-05 0.000429384 3.30317e+08 717.916 3191.27 817.542 -860.82 -812.586 3.30315e+08 -1.10107e+08 3.30317e+08
2010 2.01 0.0201 -0.00887841 -0.0100594 -0.00168179 4.01162e-05 0.00043095 3.30706e+08 721.441 3194.38 817.272 -860.781 -812.166 3.30704e+08 -1.10236e+08 3.30706e+08
2020 2.02 0.0202 -0.00892281 -0.0101086 -0.00168849 4.06476e-05 0.000432517 3.31094e+08 724.992 3197.52 817.003 -860.742 -811.748 3.31092e+08 -1.10366e+08 3.31094e+08
2030 2.03 0.0203 -0.0089672 -0.0101578 -0.00169518 4.118e-05 0.000434087 3.31482e+08 728.569 3200.68 816.737 -860.701 -811.331 3.3148e+08 -1.10495e+08 3.31482e+08
2040 2.04 0.0204 -0.00901158 -0.010207 -0.00170186 4.17132e-05 0.000435659 3.31869e+08 732.171 3203.87 816.472 -860.66 -810.915 3.31867e+08 -1.10624e+08 3.31869e+08
2050 2.05 0.0205 -0.00905595 -0.0102562 -0.00170851 4.22473e-05 0.000437233 3.32256e+08 735.798 3207.07 816.209 -860.618 -810.501 3.32254e+08 -1.10753e+08 3.32256e+08
2060 2.06 0.0206 -0.0091003 -0.0103054 -0.00171516 4.27822e-05 0.000438809 3.32642e+08 739.451 3210.31 815.948 -860.575 -810.088 3.3264e+08 -1.10882e+08 3.32642e+08
2070 2.07 0.0207 -0.00914464 -0.0103545 -0.00172179 4.33179e-05 0.000440387 3.33028e+08 743.129 3213.56 815.688 -860.531 -809.676 3.33026e+08 -1.11011e+08 3.33028e+08
2080 2.08 0.0208 -0.00918897 -0.0104036 -0.00172841 4.38544e-05 0.000441967 3.33414e+08 746.831 3216.84 815.431 -860.486 -809.266 3.33412e+08 -1.11139e+08 3.33414e+08
2090 2.09 0.0209 -0.00923328 -0.0104528 -0.00173501 4.43915e-05 0.000443549 3.33799e+08 750.56 3220.15 815.175 -860.441 -808.857 3.33797e+08 -1.11268e+08 3.33799e+08
2100 2.1 0.021 -0.00927759 -0.0105019 -0.0017416 4.49293e-05 0.000445134 3.34184e+08 754.313 3223.47 814.921 -860.395 -808.449 3.34182e+08 -1.11396e+08 3.34184e+08
2110 2.11 0.0211 -0.00932188 -0.0105509 -0.00174817 4.54678e-05 0.000446721 3.34568e+08 758.091 3226.83 814.668 -860.348 -808.043 3.34566e+08 -1.11524e+08 3.34568e+08
2120 2.12 0.0212 -0.00936616 -0.0106 -0.00175473 4.60069e-05 0.00044831 3.34952e+08 761.895 3230.2 814.418 -860.301 -807.638 3.3495e+08 -1.11652e+08 3.34952e+08
2130 2.13 0.0213 -0.00941042 -0.0106491 -0.00176127 4.65465e-05 0.000449902 3.35335e+08 765.723 3233.6 814.169 -860.253 -807.234 3.35333e+08 -1.1178e+08 3.35335e+08
2140 2.14 0.0214 -0.00945468 -0.0106981 -0.00176781 4.70867e-05 0.000451496 3.35718e+08 769.577 3237.02 813.922 -860.204 -806.832 3.35716e+08 -1.11907e+08 3.35718e+08
2150 2.15 0.0215 -0.00949892 -0.0107472 -0.00177432 4.76275e-05 0.000453092 3.361e+08 773.455 3240.47 813.676 -860.154 -806.431 3.36098e+08 -1.12035e+08 3.361e+08
2160 2.16 0.0216 -0.00954315 -0.0107962 -0.00178083 4.81687e-05 0.00045469 3.36483e+08 777.358 3243.94 813.433 -860.104 -806.031 3.36481e+08 -1.12162e+08 3.36483e+08
2170 2.17 0.0217 -0.00958736 -0.0108452 -0.00178732 4.87103e-05 0.000456291 3.36864e+08 781.287 3247.44 813.191 -860.053 -805.633 3.36862e+08 -1.12289e+08 3.36864e+08
2180 2.18 0.0218 -0.00963157 -0.0108942 -0.0017938 4.92524e-05 0.000457895 3.37245e+08 785.24 3250.96 812.951 -860.002 -805.235 3.37243e+08 -1.12417e+08 3.37245e+08
2190 2.19 0.0219 -0.00967576 -0.0109432 -0.00180026 4.97949e-05 0.000459501 3.37626e+08 789.218 3254.5 812.713 -859.95 -804.839 3.37624e+08 -1.12543e+08 3.37626e+08
2200 2.2 0.022 -0.00971994 -0.0109921 -0.00180671 5.03378e-05 0.000461109 3.38007e+08 793.221 3258.06 812.476 -859.897 -804.444 3.38005e+08 -1.1267e+08 3.38007e+08
2210 2.21 0.0221 -0.0097641 -0.0110411 -0.00181315 5.0881e-05 0.00046272 3.38387e+08 797.249 3261.65 812.241 -859.844 -804.051 3.38385e+08 -1.12797e+08 3.38387e+08
2220 2.22 0.0222 -0.00980826 -0.01109 -0.00181958 5.14245e-05 0.000464334 3.38766e+08 801.302 3265.27 812.008 -859.79 -803.658 3.38764e+08 -1.12923e+08 3.38766e+08
2230 2.23 0.0223 -0.0098524 -0.0111389 -0.00182599 5.19683e-05 0.00046595 3.39145e+08 805.379 3268.9 811.777 -859.735 -803.267 3.39143e+08 -1.1305e+08 3.39145e+08
2240 2.24 0.0224 -0.00989653 -0.0111878 -0.00183239 5.25123e-05 0.000467569 3.39524e+08 809.481 3272.56 811.548 -859.68 -802.877 3.39522e+08 -1.13176e+08 3.39524e+08
2250 2.25 0.0225 -0.00994064 -0.0112367 -0.00183877 5.30566e-05 0.00046919 3.39902e+08 813.608 3276.25 811.32 -859.625 -802.488 3.399e+08 -1.13302e+08 3.39902e+08
2260 2.26 0.0226 -0.00998474 -0.0112856 -0.00184515 5.36011e-05 0.000470814 3.4028e+08 817.759 3279.96 811.094 -859.569 -802.101 3.40278e+08 -1.13428e+08 3.4028e+08
2270 2.27 0.0227 -0.0100288 -0.0113345 -0.00185151 5.41458e-05 0.000472441 3.40658e+08 821.935 3283.69 810.87 -859.512 -801.714 3.40655e+08 -1.13554e+08 3.40658e+08
2280 2.28 0.0228 -0.0100729 -0.0113834 -0.00185786 5.46906e-05 0.00047407 3.41035e+08 826.136 3287.44 810.647 -859.455 -801.329 3.41032e+08 -1.1368e+08 3.41035e+08
2290 2.29 0.0229 -0.010117 -0.0114322 -0.00186419 5.52355e-05 0.000475703 3.41411e+08 830.36 3291.22 810.426 -859.397 -800.945 3.41409e+08 -1.13805e+08 3.41411e+08
2300 2.3 0.023 -0.010161 -0.011481 -0.00187051 5.57806e-05 0.000477337 3.41787e+08 834.61 3295.02 810.207 -859.339 -800.561 3.41785e+08 -1.1393e+08 3.41787e+08
2310 2.31 0.0231 -0.0102051 -0.0115298 -0.00187682 5.63257e-05 0.000478975 3.42163e+08 838.884 3298.85 809.99 -859.28 -800.18 3.42161e+08 -1.14056e+08 3.42163e+08
2320 2.32 0.0232 -0.0102491 -0.0115786 -0.00188312 5.68709e-05 0.000480615 3.42538e+08 843.183 3302.7 809.775 -859.221 -799.799 3.42536e+08 -1.14181e+08 3.42538e+08
2330 2.33 0.0233 -0.0102931 -0.0116274 -0.00188941 5.74161e-05 0.000482259 3.42913e+08 847.505 3306.57 809.561 -859.162 -799.419 3.42911e+08 -1.14306e+08 3.42913e+08
2340 2.34 0.0234 -0.0103371 -0.0116762 -0.00189568 5.79613e-05 0.000483905 3.43288e+08 851.853 3310.47 809.349 -859.102 -799.04 3.43286e+08 -1.14431e+08 3.43288e+08
2350 2.35 0.0235 -0.0103811 -0.011725 -0.00190195 5.85065e-05 0.000485554 3.43662e+08 856.224 3314.39 809.139 -859.041 -798.663 3.4366e+08 -1.14555e+08 3.43662e+08
2360 2.36 0.0236 -0.0104251 -0.0117737 -0.0019082 5.90517e-05 0.000487205 3.44036e+08 860.621 3318.33 808.93 -858.981 -798.286 3.44034e+08 -1.1468e+08 3.44036e+08
2370 2.37 0.0237 -0.010469 -0.0118225 -0.00191443 5.95968e-05 0.00048886 3.44409e+08 865.041 3322.3 808.723 -858.919 -797.911 3.44407e+08 -1.14804e+08 3.44409e+08
2380 2.38 0.0238 -0.010513 -0.0118712 -0.00192066 6.01418e-05 0.000490518 3.44782e+08 869.485 3326.29 808.518 -858.858 -797.537 3.4478e+08 -1.14929e+08 3.44782e+08
2390 2.39 0.0239 -0.0105569 -0.0119199 -0.00192687 6.06867e-05 0.000492178 3.45155e+08 873.954 3330.3 808.315 -858.796 -797.164 3.45152e+08 -1.15053e+08 3.45155e+08
2400 2.4 0.024 -0.0106009 -0.0119686 -0.00193308 6.12315e-05 0.000493842 3.45527e+08 878.447 3334.34 808.114 -858.733 -796.791 3.45525e+08 -1.15177e+08 3.45527e+08
2410 2.41 0.0241 -0.0106448 -0.0120173 -0.00193927 6.17761e-05 0.000495508 3.45898e+08 882.964 3338.4 807.914 -858.67 -796.42 3.45896e+08 -1.15301e+08 3.45898e+08
2420 2.42 0.0242 -0.0106887 -0.0120659 -0.00194545 6.23206e-05 0.000497177 3.4627e+08 887.505 3342.48 807.716 -858.607 -796.05 3.46268e+08 -1.15425e+08 3.4627e+08
2430 2.43 0.0243 -0.0107326 -0.0121146 -0.00195161 6.28648e-05 0.00049885 3.46641e+08 892.07 3346.59 807.52 -858.543 -795.681 3.46638e+08 -1.15548e+08 3.46641e+08
2440 2.44 0.0244 -0.0107764 -0.0121633 -0.00195777 6.34089e-05 0.000500525 3.47011e+08 896.659 3350.72 807.325 -858.48 -795.313 3.47009e+08 -1.15672e+08 3.47011e+08
2450 2.45 0.0245 -0.0108203 -0.0122119 -0.00196392 6.39527e-05 0.000502204 3.47381e+08 901.273 3354.87 807.132 -858.415 -794.946 3.47379e+08 -1.15795e+08 3.47381e+08
2460 2.46 0.0246 -0.0108641 -0.0122605 -0.00197005 6.44963e-05 0.000503885 3.47751e+08 905.91 3359.05 806.941 -858.351 -794.579 3.47749e+08 -1.15918e+08 3.47751e+08
2470 2.47 0.0247 -0.010908 -0.0123091 -0.00197617 6.50396e-05 0.00050557 3.4812e+08 910.572 3363.25 806.752 -858.286 -794.214 3.48118e+08 -1.16041e+08 3.4812e+08
2480 2.48 0.0248 -0.0109518 -0.0123577 -0.00198228 6.55826e-05 0.000507257 3.48489e+08 915.257 3367.47 806.565 -858.22 -793.85 3.48487e+08 -1.16164e+08 3.48489e+08
2490 2.49 0.0249 -0.0109956 -0.0124063 -0.00198838 6.61253e-05 0.000508948 3.48858e+08 919.966 3371.72 806.379 -858.155 -793.487 3.48855e+08 -1.16287e+08 3.48858e+08
2500 2.5 0.025 -0.0110394 -0.0124548 -0.00199447 6.66677e-05 0.000510642 3.49226e+08 924.699 3375.99 806.195 -858.089 -793.124 3.49223e+08 -1.1641e+08 3.49226e+08
2510 2.51 0.0251 -0.0110832 -0.0125034 -0.00200055 6.72097e-05 0.000512339 3.49593e+08 929.456 3380.28 806.013 -858.023 -792.763 3.49591e+08 -1.16533e+08 3.49593e+08
2520 2.52 0.0252 -0.011127 -0.0125519 -0.00200662 6.77514e-05 0.000514039 3.49961e+08 934.237 3384.6 805.832 -857.956 -792.403 3.49959e+08 -1.16655e+08 3.49961e+08
2530 2.53 0.0253 -0.0111707 -0.0126005 -0.00201268 6.82927e-05 0.000515743 3.50328e+08 939.041 3388.94 805.653 -857.889 -792.043 3.50325e+08 -1.16777e+08 3.50328e+08
2540 2.54 0.0254 -0.0112145 -0.012649 -0.00201872 6.88335e-05 0.000517449 3.50694e+08 943.869 3393.3 805.477 -857.822 -791.685 3.50692e+08 -1.16899e+08 3.50694e+08
2550 2.55 0.0255 -0.0112582 -0.0126975 -0.00202476 6.9374e-05 0.000519159 3.5106e+08 948.721 3397.68 805.301 -857.755 -791.327 3.51058e+08 -1.17022e+08 3.5106e+08
2560 2.56 0.0256 -0.0113019 -0.012746 -0.00203078 6.9914e-05 0.000520872 3.51426e+08 953.597 3402.09 805.128 -857.687 -790.97 3.51424e+08 -1.17143e+08 3.51426e+08
2570 2.57 0.0257 -0.0113457 -0.0127944 -0.00203679 7.04536e-05 0.000522588 3.51791e+08 958.496 3406.52 804.956 -857.619 -790.614 3.51789e+08 -1.17265e+08 3.51791e+08
2580 2.58 0.0258 -0.0113894 -0.0128429 -0.0020428 7.09927e-05 0.000524307 3.52156e+08 963.419 3410.98 804.786 -857.551 -790.259 3.52154e+08 -1.17387e+08 3.52156e+08
2590 2.59 0.0259 -0.011433 -0.0128913 -0.00204879 7.15313e-05 0.00052603 3.52521e+08 968.366 3415.46 804.618 -857.483 -789.905 3.52519e+08 -1.17508e+08 3.52521e+08
